Mineral_name,Formula,Reference
Potarite,Hg Pd,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals Note: cell edges taken from Handbook of Mineralogy, The Canadian Mineralogist, 28, 751–755 (1990)."
Tachyhydrite,Ca Cl₆ Mg₂ O₁₂ H₂₄,"Leclaire A., Borel M., Monier J., Structure de la tachydrite _cod_database_code 1001774, Acta Crystallographica, Section B, 36, 2734–2735 (1980)."
Maleevite,Ba B₂ Si₂ O₈,"Pautov L. A., Agakhanov A. A., Sokolova E. V., Hawthorne F. C., Maleevite, BaB2Si2O8, and pekovite, SrB2Si2O8, new mineral species from the Dara-i-Pioz alkaline massif, Northern Tajikistan: Description and crystal structure, The Canadian Mineralogist, 42, 107–119 (2004)."
Kalininite,Zn Cr₂ S₄,"Wittlinger J., Werner S., Schulz H., On the amorphisation of ZnCr2S4 spinel under high pressure: x-ray diffraction studies Sample: P = 0 GPa, Physics and Chemistry of Minerals, 24, 597–600 (1997)."
Aluminoceladonite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 602-1, American Mineralogist, 95, 348–361 (2010)."
Barioperovskite,Ba Ti O₃,"Kwei G. H., Lawson A. C., Billinge S. J. L., Cheong S. W., Structures of the ferroelectric phases of barium titanate Note: T = 190 K, Journal of Physical Chemistry, 97, 2368–2377 (1993)."
Wattersite,Hg₅ Cr O₆,"Groat L. A., Roberts A. C., Le Page. Y., The crystal structure of wattersite, Hg4HgCrO6, The Canadian Mineralogist, 33, 41–46 (1995)."
Bamfordite,Mo₂ Fe O₁₀,"Birch W. D., Pring A., McBriar E. M., Gatehouse B. M., McCammon C. A., Bamfordite, a new hydrated iron molybdenum oxyhydroxide from Queensland, Australia: Description and crystal chemistry, American Mineralogist, 83, 172–177 (1998)."
Samsonite,Ag₄ Mn Sb₂ S₆,"Bindi L., Evain M., Gram-Charlier development of the atomic displacement factors into mineral structures: The case of samsonite, Ag4MnSb2S6 Sample: T = 100 K, American Mineralogist, 92, 886–891 (2007)."
Ottoite,Pb₂ Te O₅,"Kampf A. R., Housley R. M., Mills S. J., Marty J., Thorne B., Lead-tellurium oxysalts from Otto Mountain near Baker, California: I. Ottoite, Pb2TeO5, a new mineral with chains of tellurate octahedra, American Mineralogist, 95, 1329–1336 (2010)."
Sahlinite,Pb₁₄ As₂ Cl₄ O₁₇,"Bonaccorsi E., Pasero M., Crystal structure refinement of sahlinite, Pb14(AsO4)2O9Cl4, Mineralogical Magazine, 67, 15–21 (2003)."
Barbosalite,P₂ Fe₃ O₁₀ H₂,"Redhammer G. J., Tippelt G., Roth G., Lottermoser W., Amthauer G., Structure and Mossbauer spectroscopy of barbosalite Fe2+Fe3+2(PO4)2(OH)2 between 80 K and 300 K Sample: T = 298 K, Physics and Chemistry of Minerals, 27, 419–429 (2000)."
Barberiite,F₄ B N H₄,"Caron A. P., Ragle J. L., Refinement of the structure of orthorhombic ammonium tetrafluoroborate, NH4BF4, Acta Crystallographica, Section B, 27, 1102–1107 (1971)."
Pinnoite,Mg B₂ O₇ H₆,"Paton F., MacDonald S. G. G., The crystal structure of pinnoite, Acta Crystallographica, 10, 653–656 (1957)."
Zwieselite,Fe₂ P O₄ F,"Yakubovich O. V., Simonov M. A., Matvienko E. N., Belov N. V., The crystal structure of the synthetic finite Fe-term of the series triplite - zwieselite Fe2(PO4)F, Doklady Akademii Nauk SSSR, 238, 576–579 (1978)."
Tistarite,Ti₂ O₃,"Newnham R. E., de Haan. Y. M., Refinement of the alpha Al2O3, Ti2O3, V2O3 and Cr2O3 structures, Zeitschrift fur Kristallographie, 117, 235–237 (1962)."
Arcanite,K₂ S O₄,"McGinnety J. A., Redetermination of the structures of potassium sulphate and potassium chromate: the effect of electrostatic crystal forces upon observed bond length, Acta Crystallographica, Section B, 28, 2845–2852 (1972)."
Plagionite,Pb₅ Sb₈ S₁₇,"Cho S. A., Wuensch B. J., The crystal structure of plagionite, Pb5Sb8S17, the second member in the homologous series Pb3+2nSb8S15+2n, Zeitschrift fur Kristallographie, 139, 351–378 (1974)."
Lintisite,Na₃ Li Ti₂ Si₄ O₁₆ H₄,"Merlino S., Pasero M., The crystal structure of lintisite, Na3LiTi2[Si2O6]2O2*2H2O, a new titanosilicate from Lovozero (USSR), Zeitschrift fur Kristallographie, 193, 137–148 (1990)."
Davreuxite,Mn Si₄ Al₆ O₁₉ H₂,"Sahl K., Jones P. G., Sheldrick G. M., The crystal structure of davreuxite, MnAl6Si4O17(OH)2, American Mineralogist, 69, 783–787 (1984)."
Phase-B-superhydrous,Si₃ Mg₁₀ O₁₈ H₄,"Pacalo R. E. G., Parise J. B., Crystal structure of superhydrous B, a hydrous magnesium silicate synthesized at 1400 C and 20 GPa, American Mineralogist, 77, 681–684 (1992)."
Paralstonite,Ba Ca C₂ O₆,"Effenberger H., Die kristallstruktur des minerals paralstonite, BaCa(CO3)2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1980, 353–363 (1980)."
Palladium,Pd,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
Augelite,Al₂ P O₇ H₃,"Araki T., Finney J. J., Zoltai T., The crystal structure of augelite, American Mineralogist, 53, 1096–1103 (1968)."
Adamantane,C₅ H₈,"Donohue J., Goodman S. H., The crystal structure of adamantane: An example of a false minimum in least squares Note: low temperature phase, Acta Crystallographica, 22, 352–354 (1967)."
Formanite-(Y),Y Ta O₄,"Wolten G. M., The structure of the M'-phase of YTaO4, a third fergusonite polymorph, Acta Crystallographica, 23, 939–944 (1967)."
Artroeite,Pb Al F₃ O₂ H₂,"Kampf A. R., Foord E. E., Artroeite, PbAlF3(OH)2, a new mineral from the Grand Reef mine, Graham County, Arizona: Description and crystal structure, American Mineralogist, 80, 179–183 (1995)."
Bowieite,Rh₂ S₃,"Parthe E., Hohnke D., Hulliger F., A new structure type with octahedron pairs for Rh2S3,Rh2Se3 and Ir2S3, Acta Crystallographica, 23, 832–840 (1967)."
Pinalite,Pb₃ W O₅ Cl₂,"Grice J. D., Dunn P. J., Crystal-structure determination of pinalite, American Mineralogist, 85, 806–809 (2000)."
Switzerite,Mn₃ P₂ O₁₅ H₇,"Zanazzi P. F., Leavens P. B., White J. S., Crystal structure of switzerite, Mn3(PO4)2.7H2O and its relationship to metaswitzerite, Mn3(PO4)2.4H2O, American Mineralogist, 71, 1224–1228 (1986)."
Alstonite,Ba Ca C₂ O₆,"Bindi L., Roberts A. C., Biagioni C., The crystal structure of alstonite, BaCa(CO3)2: an extraordinary example of 'hidden' complex twinning in large single crystals, Mineralogical Magazine, 84, 699–704 (2020)."
Calcium-beta,Ca,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 450 C Hexagonal closest packed, hcp, structure, Crystal Structures, 1, 7–83 (1963)."
Bromellite,Be O,"Aminoff G., Ueber Berylliumoxyd als Mineral und dessen Kristallstruktur. _cod_database_code 1010943, Zeitschrift fur Kristallographie, 62, 113–122 (1925)."
Moissanite,Si C,"Capitani G. C., Di Pierro. S., Tempesta G., The 6H-SiC structure model: Further refinement from SCXRD data from a terrestrial moissanite, American Mineralogist, 92, 403–407 (2007)."
Parafransoletite,Ca₃ Be₂ P₄ O₂₀ H₁₀,"Kampf A. R., Beryllophosphate chains in the structures of fransoletite, parafransoletite, and ehrleite and some general comments on beryllophosphate linkages, American Mineralogist, 77, 848–856 (1992)."
Karelianite,V₂ O₃,"Newnham R. E., de Haan. Y. M., Refinement of the alpha Al2O3, Ti2O3, V2O3 and Cr2O3 structures, Zeitschrift fur Kristallographie, 117, 235–237 (1962)."
Ellisite,Tl₃ As S₃,"Gostojic M., Die kristallstruktur von synthetischem ellisit, Tl3AsS3 Note: anisob's corrected to match reported Biso's, Zeitschrift fur Kristallographie, 151, 249–254 (1980)."
Dumontite,Pb₂ U₃ P₂ O₂₁,"Piret P., Piret-Meunier J., Nouvelle determination de la structure cristalline de la dumonite Pb2[(UO2)3O2(PO4)2]*5H2O, Bulletin de Mineralogie, 111, 439–442 (1988)."
Magnesiopascoite,Ca₂ Mg V₁₀ O₄₄ H₃₂,"Kampf A. R., Steele I. M., Magnesiopascoite, a new member of the pascoite group: description and crystal structure, The Canadian Mineralogist, 46, 679–686 (2008)."
Leadhillite,Pb₄ S C₂ O₁₂ H₂,"Bindi L., Menchetti S., Structural changes accompanying the phase transformation between leadhillite and susannite: a structural study by means of in situ high-temperature single- crystal X-ray diffraction Sample: Chah Mileh Mine, Anarak District, Esfahan Province, Iran Sample: T = 25 C, American Mineralogist, 90, 1641–1647 (2005)."
Brochantite,Cu₄ S (O₁₀ H₆),"Merlino S., Perchiazzi N., Franco D., Brochantite, Cu4SO4(OH)6: OD character, polytypism and crystal structures Sample: MDO_1 polytype, European Journal of Mineralogy, 15, 267–275 (2003)."
Jadeite,Na Al Si₂ O₆,"Prewitt C. T., Burnham C. W., The crystal structure of jadeite, NaAlSi2O6, American Mineralogist, 51, 956–975 (1966)."
Linzhiite,Fe Si₂,"Li G., Bai W., Shi N., Fang Q., Xiong M., Yang J., Ma Z., Rong H., Linzhiite, FeSi2, a redefined and revalidated new mineral species from Luobusha, Tibet, China, European Journal of Mineralogy, 24, 1047–1052 (2012)."
Avicennite,Tl₂ O₃,"Zachariasen W., The crystal structure of the modification C of the sesquioxides of the rare earth metals, and of indium and thallium. _cod_database_code 1010927, Norsk Geologisk Tidsskrift, 9, 310–316 (1927)."
Hematite,Fe₂ O₃,"Blake R. L., Hessevick R. E., Zoltai T., Finger L. W., Refinement of the hematite structure, American Mineralogist, 51, 123–129 (1966)."
Fergusonite-beta-(Ce),Ce Nb O₄,"Santoro A., Marezio M., Roth R. S., Minor D., Neutron powder diffraction study of the structures of CeTaO4, CeNbO4, and NdTaO4, Journal of Solid State Chemistry, 35, 167–175 (1980)."
Tellurite,Te O₂,"Ito T., Sawada H., The crystal structure of tellurite (Te O2) _cod_database_code 1011183, Zeitschrift fur Kristallographie, 102, 13–25 (1940)."
Pinchite,Hg₅ Cl₂ O₄,"Hawthorne F. C., Cooper M. A., Sen Gupta. P. K., The crystal structure of pinchite, Hg5Cl2O4, American Mineralogist, 79, 1199–1203 (1994)."
Molysite,Fe Cl₃,"Hashimoto S., Forster K., Moss S. C., Structure refinement of an FeCl3 crystal using a thin plate sample, Journal of Applied Crystallography, 22, 173–180 (1988)."
Monipite,Ni Mo P,"Guerin R., Sergent M., Structure cristalline de NiMoP Localite: synthetic, Acta Crystallographica, Section B, 33, 2820–2823 (1977)."
Scrutinyite,Pb O₂,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: known as alpha-PbO2, Crystal Structures, 1, 239–444 (1963)."
Sidorenkite,Na₃ Mn P C O₇,"Kurova T. A., Shumyatskaya N. G., Voronkov A. A., Pyatenko Y. A., Crystal structure of sidorenkite Na3Mn(PO4)(CO3), Soviet Physics Doklady, 25, 156–157 (1980)."
Muthmannite,Au Ag Te₂,"Bindi L., Cipriani C., Ordered distribution of Au and Ag in the crystal structure of muthmannite, AuAgTe2, a rare telluride from Sacarimb, Western Romania, American Mineralogist, 89, 1505–1509 (2004)."
Sukulaite,Sn Ta O₃,"Gasperin M., Synthese et identification de deux oxydes doubles de tantale et d'etain _cod_database_code 1001775, Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences, 240, 2340–2342 (1955)."
Balyakinite,Te Cu O₃,"Lindqvist O., On the crystal structures of CuTeO3 and CuTe2O5, Acta Chemica Scandinavica, 25, 740–740 (1971)."
Mavlyanovite,Mn₅ Si₃,"Aronsson B., A note on the compositions and crystal structures of MnB2, Mn3Si, Mn5Si3 and FeSi2, Acta Chemica Scandinavica, 14, 1414–1418 (1960)."
Susannite,Pb₄ S C₂ O₁₂,"Bindi L., Menchetti S., Structural changes accompanying the phase transformation between leadhillite and susannite: a structural study by means of in situ high-temperature single- crystal X-ray diffraction Sample: Chah Mileh Mine, Anarak District, Esfahan Province, Iran Sample: T = 82 C, American Mineralogist, 90, 1641–1647 (2005)."
Pseudowollastonite-4A,Ca Si O₃,"Yamanaka T., Mori H., The structure and polytypes of alpha-W CaSiO3 (pseudowollastonite), Acta Crystallographica, Section B, 37, 1010–1017 (1981)."
Wakefieldite-(Y),Y V O₄,"Lohmuller G., Schmidt G., Deppisch B., Gramlich V., Scheringer C., Die kristallstrukturen von yttrium-vanadat, lutetium-phosphat und lutetium-arsenat, Acta Crystallographica, Section B, 29, 141–142 (1973)."
Ammineite,Cu Cl₂ N₂ H₆,"Bojar H. P., Walter F., Baumgartner J., Farber G., Ammineite, CuCl2(NH3)2, a new species containing an ammine complex: Mineral data and crystal structure Note: T = 100 K, The Canadian Mineralogist, 48, 1359–1371 (2010)."
Dmitryivanovite,Ca Al₂ O₄,"Lazic B., Kahlenberg V., Konzett J., Structural studies on a stuffed framework high pressure polymorph of CaAl2O4, Zeitschrift fur Kristallographie, 222, 690–695 (2007)."
Doloresite,V₃ O₈,"Evans H. T., Mrose M. E., A crystal chemical study of the vanadium oxide minerals, haggite and doloresite, American Mineralogist, 45, 1144–1166 (1960)."
Chapmanite,Sb Fe₂ Si₂ O₉ H,"Ballirano P., Maras A., Marchetti F., Merlino S., Perchiazzi N., Rietveld refinement of chapmanite SbFe2Si2O8OH, a TO dioctahderal kaolinite-like mineral, Powder Diffraction, 13, 44–49 (1998)."
Brannerite,U Ti₂ O₆,"Szymanski J. T., Scott J. D., A crystal structure refinement of synthetic brannerite UTi2O6 and its bearing on rate of alkaline-carbonate leaching of brannerite in ore, The Canadian Mineralogist, 20, 271–280 (1982)."
Panichiite,Sn Cl₆ N₂ H₈,"Demartin F., Campostrini I., Gramaccioli C. M., Panichiite, natural ammonium hexachlorostannate(IV), (NH4)2SnCl6, from La Fossa crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist, 47, 367–372 (2009)."
Cornubite,Cu₅ As₂ O₁₂,"Tillmanns E., Hofmeister W., Petitjean K., Cornubite, Cu5(AsO4)2(OH)4, first occurence of single crystals, mineralogical description and crystal structure, Bulletin of the Geological Society of Finland, 57, 119–127 (1985)."
Montebrasite,P Al O₅ Li H,"Groat L. A., Raudsepp M., Hawthorne F. C., Ercit T. S., Sherriff B. L., Hartman J. S., The amblygonite-montebrasite series: Characterization by single-crystal structure refinement, infrared spectroscopy and multinuclear MAS-NMR spectroscopy sample AF-47, American Mineralogist, 75, 992–1008 (1990)."
Telluropalladinite,Pd₉ Te₄,"Matkovic P., Schubert K., Kristallstruktur von Pd9Te4, Journal of the Less-Common Metals, 58, P39–P46 (1978)."
Crocoite,Pb Cr O₄,"Quareni S., De Pieri. R., A three-dimensional refinement of the structure of crocoite, PbCrO4, Acta Crystallographica, 19, 287–289 (1965)."
Molybdenite,Mo S₂,"Schonfeld B., Huang J. J., Moss S. C., Anisotropic mean-square displacements (MSD) in single crystals of 2H- and 3R-MoS2 Note: 2H polytype, this is the most common in nature, Acta Crystallographica, Section B, 39, 404–407 (1983)."
Kozoite-(Sm),Sm C (O₄ H),"Tahara T., Nakai I., Miyawaki R., Matsubara S., Crystal chemistry of RE(CO3)OH, Zeitschrift fur Kristallographie, 222, 326–334 (2007)."
Cattierite,Co S₂,"Nowack E., Schwarzenbach D., Hahn T., Charge densities in CoS2 and NiS2 (pyrite structure) Note: multipole model, Acta Crystallographica, Section B, 47, 650–659 (1991)."
Sinoite,Si₂ N₂ O,"Idrestedt I., Brosset C., Structure of Si2N2O, Acta Chemica Scandinavica, 18, 1879–1886 (1964)."
Hammarite,Bi₄ Pb₂ Cu₂ S₉,"Horiuchi H., Wuensch B. J., The ordering scheme for metal atoms in the crystal structure of hammarite, Cu2Pb2Bi4S9, The Canadian Mineralogist, 14, 536–539 (1976)."
Malladrite,Na₂ Si F₆,"Zalkin A., Forrester J. D., Templeton D. H., The crystal structure of sodium fluorosilicate, Acta Crystallographica, 17, 1408–1412 (1964)."
Paracelsian,Ba Al₂ Si₂ O₈,"Chiari G., Gazzoni G., Craig J. R., Gibbs G. V., Louisnathan S. J., Two independent refinements of the structure of paracelsian, BaAl2Si2O8 Sample: CG refinement, American Mineralogist, 70, 969–974 (1985)."
Ferberite,W Fe O₄,"Escobar C., Cid-Dresdner H., Kittl P., Dumler I., The relation between ""light wolframite"" and common wolframite sample: light wolframite, American Mineralogist, 56, 489–498 (1971)."
Massicot,Pb O,"Hill R. J., Refinement of the structure of orthorhombic PbO (massicot) by Rietveld analysis of neutron powder diffraction data, Acta Crystallographica, Section C, 41, 1281–1284 (1985)."
Blodite,Na₂ Mg S₂ O₁₂ H₈,"Hawthorne F. C., Refinement of the crystal structure of bloedite: Structural similarities in the [M(T_4)2_n] finite-cluster minerals, The Canadian Mineralogist, 23, 669–674 (1985)."
Stoiberite,Cu₅ V₂ O₁₀,"Shannon R. D., Calvo C., Crystal structure of Cu5V2O10, Acta Crystallographica, Section B, 29, 1338–1345 (1973)."
Plutonium,Pu,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 320 C Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
Georgbokiite,Cu₅ Se₂ O₈ Cl₂,"Krivovichev S. V., Shuvalov R. R., Semenova T. F., Filatov S. K., Crystal chemistry of inorganic compounds based on chains of oxocentered tetrahedra. III. Crystal structure of georgbokiite, Cu5O2(SeO3)2Cl2, Zeitschrift fur Kristallographie, 214, 135–138 (1999)."
Bromine,Br,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 123 K, Crystal Structures, 1, 7–83 (1963)."
Kettnerite,Ca Bi C O₄ F,"Grice J. D., Cooper M. A., Hawthorne F. C., Crystal-structure determination of twinned kettnerite, The Canadian Mineralogist, 37, 923–927 (1999)."
Cianciulliite,Mn Mg₂ Zn₂ O₁₄,"Grice J. D., Dunn P. J., The crystal structure of cianciulliite, Mn(Mg,Mn)2Zn2(OH)10*2-4H2O, American Mineralogist, 76, 1711–1747 (1991)."
Seamanite,Mn₃ P B (O₁₀ H₆),"Moore P. B., Ghose S., A novel face-sharing octahedral trimer in the crystal structure of seamanite, American Mineralogist, 56, 1527–1538 (1971)."
Kasolite,Pb U Si O₆,"Huynen A. M., Piret-Meunier J., Van Meerssche. M., Structure de la kasolite, Academie Royale de Belgique, Classe des Sciences: Bulletin, 49, 192–201 (1963)."
Heideite,Fe Ti₂ S₄,"Takahashi T., Yamada O., Crystallographic and magnetic properties of the Cd(OH)2 layer structure compound TiS2 containing extra iron, Journal of Solid State Chemistry, 7, 25–30 (1973)."
